JPT,powiat,70+ lat,12-19 lat,20-39 lat,40-59 lat,60-69 lat,population,total_full,percent full,total_1d,nazwa,wojew,typ_p
JPT_2414021,bieruńsko-lędziński,768,231,1075,1592,791,9269,3520,38,4457,Imielin,śląskie,<20k
JPT_2602012,jędrzejowski,440,62,353,482,403,4301,1333,31,1740,Imielno,świętokrzyskie,<20k
JPT_0407011,inowrocławski,860,223,1172,1981,1033,11845,4378,37,5269,Inowrocław,kujawsko-pomorskie,<20k
JPT_1016052,tomaszowski (łódzkie),392,51,308,494,382,3819,1300,34,1627,Inowłódz,łódzkie,<20k
JPT_2416032,zawierciański,298,30,233,394,241,2579,979,38,1196,Irządze,śląskie,<20k
JPT_2403092,cieszyński,523,82,753,1102,791,12184,2330,"19,1",3251,Istebna,śląskie,<20k
JPT_2606022,opatowski,484,28,406,592,480,6516,1525,"23,4",1990,Iwaniska,świętokrzyskie,<20k
JPT_1206032,krakowski,785,214,1087,1674,781,9215,3339,"36,2",4541,Iwanowice,małopolskie,<20k
JPT_1815012,ropczycko-sędziszowski,428,69,437,671,353,7735,1727,"22,3",1958,Iwierzyce,podkarpackie,<20k
JPT_1202062,brzeski (małopolskie),415,65,370,678,335,6512,1214,"18,6",1863,Iwkowa,małopolskie,<20k
JPT_1807033,krośnieński (podkarpackie),691,71,596,1011,651,10787,2676,"24,8",3020,Iwonicz-Zdrój,podkarpackie,<20k
JPT_1432022,warszawski zachodni,1002,425,1310,2085,1139,10560,4857,46,5961,Izabelin,mazowieckie,<20k
JPT_0606042,krasnostawski,802,69,468,880,644,8028,2336,"29,1",2863,Izbica,lubelskie,<20k
JPT_0418083,włocławski,582,89,623,1001,655,7650,2226,"29,1",2950,Izbica Kujawska,kujawsko-pomorskie,<20k
JPT_1611012,strzelecki,419,62,481,630,407,5413,1591,"29,4",1999,Izbicko,opolskie,<20k
JPT_2807011,iławski,3469,680,3270,5120,3845,33206,12375,"37,3",16384,Iława,warmińsko-mazurskie,20k-50k
JPT_0810043,żagański,580,120,704,1051,744,6777,2644,39,3199,Iłowa,lubuskie,<20k
JPT_2803032,działdowski,589,107,589,1000,615,7169,1976,"27,6",2900,Iłowo-Osada,warmińsko-mazurskie,<20k
JPT_1428032,sochaczewski,446,63,396,619,395,6118,1459,"23,8",1919,Iłów,mazowieckie,<20k
JPT_1425033,radomski,1421,179,1178,1881,1401,14571,4556,"31,3",6060,Iłża,mazowieckie,<20k
JPT_3214053,stargardzki,337,86,289,487,384,3318,1442,"43,5",1583,Ińsko,zachodniopomorskie,<20k
JPT_1211052,nowotarski,632,146,856,1327,691,18721,2682,"14,3",3652,Jabłonka,małopolskie,<20k
JPT_1408022,legionowski,1287,872,2511,4639,1525,20096,8688,"43,2",10834,Jabłonna,mazowieckie,20k-50k
JPT_0609062,lubelski,514,76,551,993,547,8107,2154,"26,6",2681,Jabłonna,lubelskie,<20k
JPT_1429042,sokołowski,442,21,290,509,378,4375,1277,"29,2",1640,Jabłonna Lacka,mazowieckie,<20k
JPT_0402073,brodnicki,627,77,560,975,663,8845,2225,"25,2",2902,Jabłonowo Pomorskie,kujawsko-pomorskie,<20k
JPT_0613022,parczewski,327,33,221,395,303,3828,1100,"28,7",1279,Jabłoń,lubelskie,<20k
JPT_1434062,wołomiński,533,79,628,936,582,7433,2092,"28,1",2758,Jadów,mazowieckie,<20k
JPT_1405052,grodziski (mazowieckie),839,223,1343,1947,1035,12638,3838,"30,4",5387,Jaktorów,mazowieckie,<20k
JPT_1412082,miński,331,62,426,650,359,5103,1381,"27,1",1828,Jakubów,mazowieckie,<20k
JPT_0407053,inowrocławski,1157,232,1203,2086,1300,12961,4805,"37,1",5978,Janikowo,kujawsko-pomorskie,<20k
JPT_0206052,karkonoski,325,62,302,560,422,4274,1334,"31,2",1671,Janowice Wielkie,dolnośląskie,<20k
JPT_0614032,puławski,335,54,301,477,349,3666,1227,"33,5",1516,Janowiec,lubelskie,<20k
JPT_2811012,nidzicki,230,36,194,372,266,3193,792,"24,8",1098,Janowiec Kościelny,warmińsko-mazurskie,<20k
JPT_0419033,żniński,792,106,661,1021,854,8883,2500,"28,1",3434,Janowiec Wielkopolski,kujawsko-pomorskie,<20k
JPT_2811022,nidzicki,209,36,161,264,211,2633,628,"23,9",881,Janowo,warmińsko-mazurskie,<20k
JPT_2404032,częstochowski,445,64,445,755,530,5958,1682,"28,2",2239,Janów,śląskie,<20k
JPT_2011022,sokólski,327,26,268,392,297,4002,1068,"26,7",1310,Janów,podlaskie,<20k
JPT_0605053,janowski,1285,178,1086,1896,1325,15643,4727,"30,2",5770,Janów Lubelski,lubelskie,<20k
JPT_0601052,bialski,413,69,343,588,491,5257,1569,"29,8",1904,Janów Podlaski,lubelskie,<20k
JPT_3006013,jarociński,625,74,724,1114,690,8021,2088,26,3227,Jaraczewo,wielkopolskie,<20k
JPT_0618032,tomaszowski (lubelskie),359,16,168,390,286,3333,1045,"31,4",1219,Jarczów,lubelskie,<20k
JPT_3006023,jarociński,4165,828,5077,6976,4489,45801,15092,33,21535,Jarocin,wielkopolskie,20k-50k
JPT_1812022,niżański,279,21,232,378,283,5368,1059,"19,7",1193,Jarocin,podkarpackie,<20k
JPT_1804011,jarosławski,3603,413,2714,4488,3499,37073,13297,"35,9",14717,Jarosław,podkarpackie,20k-50k
JPT_2402052,bielski (śląskie),1793,537,2431,3965,2007,24681,8149,33,10733,Jasienica,śląskie,20k-50k
JPT_1802052,brzozowski,348,62,462,681,435,7853,1708,"21,7",1988,Jasienica Rosielna,podkarpackie,<20k
JPT_1406062,grójecki,452,70,365,725,397,5356,1507,"28,1",2009,Jasieniec,mazowieckie,<20k
JPT_0811043,żarski,605,98,559,910,689,6962,2233,"32,1",2861,Jasień,lubuskie,<20k
JPT_2008022,moniecki,227,31,152,308,194,2711,744,"27,4",912,Jasionówka,podlaskie,<20k
JPT_2211023,pucki,333,59,308,607,347,3626,1218,"33,6",1654,Jastarnia,pomorskie,<20k
JPT_0609072,lubelski,1027,285,1298,2290,1210,14351,5153,"35,9",6110,Jastków,lubelskie,<20k
JPT_3031023,złotowski,978,152,788,1396,1121,11415,3241,"28,4",4435,Jastrowie,wielkopolskie,<20k
JPT_1430022,szydłowiecki,308,50,322,551,378,5158,1084,21,1609,Jastrząb,mazowieckie,<20k
JPT_1425042,radomski,380,61,542,732,529,7016,1695,"24,2",2244,Jastrzębia,mazowieckie,<20k
JPT_2467000,Jastrzębie-Zdrój,9462,1429,7019,12309,6535,88038,29613,"33,6",36754,Jastrzębie-Zdrój,śląskie,50k-100k
JPT_1805011,jasielski,3248,388,2309,4181,3041,34542,11440,"33,1",13167,Jasło,podkarpackie,20k-50k
JPT_0205011,jaworski,2254,325,1807,2911,2686,22462,8301,37,9983,Jawor,dolnośląskie,20k-50k
JPT_1814042,przeworski,417,38,318,527,368,4406,1407,"31,9",1668,Jawornik Polski,podkarpackie,<20k
JPT_2402062,bielski (śląskie),778,170,790,1220,670,7443,2850,"38,3",3628,Jaworze,śląskie,<20k
JPT_2468000,Jaworzno,8412,1622,9017,14167,9040,90368,35161,"38,9",42258,Jaworzno,śląskie,50k-100k
JPT_0219043,świdnicki (dolnośląskie),756,117,857,1284,961,10222,3100,"30,3",3975,Jaworzyna Śląska,dolnośląskie,<20k
JPT_1807102,krośnieński (podkarpackie),148,25,117,203,123,2170,486,"22,4",616,Jaśliska,podkarpackie,<20k
JPT_2008032,moniecki,358,26,265,417,311,4801,1095,"22,8",1377,Jaświły,podlaskie,<20k
JPT_1807043,krośnieński (podkarpackie),1080,94,893,1555,1126,15335,4007,"26,1",4748,Jedlicze,podkarpackie,<20k
JPT_0221021,wałbrzyski,518,73,398,650,515,4789,1817,"37,9",2154,Jedlina-Zdrój,dolnośląskie,<20k
JPT_1425052,radomski,807,157,1090,1643,1005,14623,3558,"24,3",4702,Jedlińsk,mazowieckie,<20k
JPT_1425062,radomski,804,194,1033,1597,958,12882,3535,"27,4",4586,Jedlnia-Letnisko,mazowieckie,<20k
JPT_1422042,przasnyski,420,65,451,725,439,7023,1595,"22,7",2100,Jednorożec,mazowieckie,<20k
JPT_2007013,łomżyński,345,33,245,447,315,5234,1137,"21,7",1385,Jedwabne,podlaskie,<20k
JPT_2817032,szczycieński,280,53,290,492,295,3611,1035,"28,7",1410,Jedwabno,warmińsko-mazurskie,<20k
JPT_2412032,rybnicki,260,77,437,654,326,4185,1436,"34,3",1754,Jejkowice,śląskie,<20k
JPT_0215033,oławski,1747,381,2530,3423,2581,23296,8274,"35,5",10662,Jelcz-Laskowice,dolnośląskie,20k-50k
JPT_0261000,Jelenia Góra,9989,1403,7088,10881,9043,78335,31330,40,38404,Jelenia Góra,dolnośląskie,50k-100k
JPT_2012032,suwalski,210,34,185,318,211,3156,797,"25,3",958,Jeleniewo,podlaskie,<20k
JPT_2417042,żywiecki,903,181,1062,1679,932,13210,3162,"23,9",4757,Jeleśnia,śląskie,<20k
JPT_1611022,strzelecki,494,83,579,761,479,7224,1918,"26,6",2396,Jemielnica,opolskie,<20k
JPT_0204022,górowski,232,28,179,282,251,2967,730,"24,6",972,Jemielno,dolnośląskie,<20k
JPT_0203032,głogowski,281,134,510,988,383,5347,1941,"36,3",2296,Jerzmanowa,dolnośląskie,<20k
JPT_1206042,krakowski,965,197,1183,1780,976,10955,3882,"35,4",5101,Jerzmanowice-Przeginia,małopolskie,<20k
JPT_0409022,mogileński,432,50,415,689,471,4833,1525,"31,6",2057,Jeziora Wielkie,kujawsko-pomorskie,<20k
JPT_2814063,olsztyński,548,101,554,924,710,7601,2143,"28,2",2837,Jeziorany,warmińsko-mazurskie,<20k
JPT_0608042,lubartowski,250,16,157,271,243,2722,786,"28,9",937,Jeziorzany,lubelskie,<20k
JPT_0414042,świecki,543,137,590,1006,715,8055,2092,26,2991,Jeżewo,kujawsko-pomorskie,<20k
JPT_1812032,niżański,419,38,411,642,345,10100,1601,"15,9",1855,Jeżowe,podkarpackie,<20k
JPT_1021042,brzeziński,301,42,264,454,277,3328,1050,"31,6",1338,Jeżów,łódzkie,<20k
JPT_0206062,karkonoski,477,160,604,1145,648,7548,2495,"33,1",3034,Jeżów Sudecki,dolnośląskie,<20k
JPT_1803052,dębicki,322,41,293,454,305,5310,1167,22,1415,Jodłowa,podkarpackie,<20k
JPT_1207042,limanowski,543,92,657,906,524,8717,2024,"23,2",2722,Jodłownik,małopolskie,<20k
JPT_1420062,płoński,251,28,250,358,236,2650,826,"31,2",1123,Joniec,mazowieckie,<20k
JPT_2814072,olsztyński,445,185,745,1336,677,7495,2619,"34,9",3388,Jonkowo,warmińsko-mazurskie,<20k
JPT_1215011,suski,524,59,507,788,510,5152,1971,"38,3",2388,Jordanów,małopolskie,<20k
JPT_0223032,wrocławski,235,53,300,460,313,3197,1058,"33,1",1361,Jordanów Śląski,dolnośląskie,<20k
JPT_2002052,białostocki,985,234,1432,2475,1243,16932,5646,"33,3",6369,Juchnowiec Kościelny,podlaskie,<20k
JPT_3022023,rawicki,527,96,497,826,493,7044,1757,"24,9",2439,Jutrosin,wielkopolskie,<20k
JPT_0602073,biłgorajski,619,28,360,652,522,6706,1785,"26,6",2181,Józefów,lubelskie,<20k
JPT_1417011,otwocki,2099,763,2453,3942,1978,20741,8910,43,11235,Józefów,mazowieckie,20k-50k
JPT_0612023,opolski (lubelskie),580,62,343,613,525,6466,1672,"25,9",2123,Józefów nad Wisłą,lubelskie,<20k
JPT_2602023,jędrzejowski,2927,468,2789,4603,2973,27715,11151,"40,2",13760,Jędrzejów,świętokrzyskie,20k-50k
JPT_3019032,pilski,572,129,818,1196,656,7883,2282,"28,9",3371,Kaczory,wielkopolskie,<20k
JPT_1415052,ostrołęcki,525,83,620,998,658,11307,2266,20,2884,Kadzidło,mazowieckie,<20k
JPT_2413011,tarnogórski,813,145,815,1302,747,8548,3122,"36,5",3822,Kalety,śląskie,<20k
JPT_2805032,ełcki,438,45,307,591,487,6670,1532,23,1868,Kalinowo,warmińsko-mazurskie,<20k
JPT_2213052,starogardzki,334,48,436,631,427,5436,1360,25,1876,Kaliska,pomorskie,<20k
JPT_3061000,Kalisz,11467,1699,8788,14626,9565,99106,36126,"36,5",46145,Kalisz,wielkopolskie,50k-100k
JPT_3203033,drawski,582,152,650,992,719,7330,2167,"29,6",3095,Kalisz Pomorski,zachodniopomorskie,<20k
JPT_1218033,wadowicki,1486,313,2172,2964,1566,20022,6420,"32,1",8501,Kalwaria Zebrzydowska,małopolskie,20k-50k
JPT_1207052,limanowski,287,114,548,799,374,7883,1584,"20,1",2122,Kamienica,małopolskie,<20k
JPT_2404042,częstochowski,605,95,487,927,633,5514,2087,"37,8",2747,Kamienica Polska,śląskie,<20k
JPT_3005032,grodziski (wielkopolskie),483,113,699,842,594,6621,1774,"26,8",2731,Kamieniec,wielkopolskie,<20k
JPT_0224032,ząbkowicki,644,89,611,982,804,8003,2420,"30,2",3130,Kamieniec Ząbkowicki,dolnośląskie,<20k
JPT_0207011,kamiennogórski,2147,340,1590,2677,1941,18585,7162,"38,5",8695,Kamienna Góra,dolnośląskie,<20k
JPT_1607022,nyski,242,40,237,408,303,3407,1047,"30,7",1230,Kamiennik,opolskie,<20k
JPT_0603062,chełmski,265,54,249,515,304,4162,1027,"24,7",1387,Kamień,lubelskie,<20k
JPT_1816082,rzeszowski,300,20,277,473,280,6848,1149,"16,8",1350,Kamień,podkarpackie,<20k
JPT_0413013,sępoleński,528,98,627,870,658,6834,2280,"33,4",2781,Kamień Krajeński,kujawsko-pomorskie,<20k
JPT_3207033,kamieński,1542,212,1230,1978,1624,14217,5503,"38,7",6586,Kamień Pomorski,zachodniopomorskie,<20k
JPT_1012053,radomszczański,509,80,498,846,509,5839,1888,"32,3",2442,Kamieńsk,łódzkie,<20k
JPT_0608052,lubartowski,435,58,396,678,437,6491,1566,"24,1",2004,Kamionka,lubelskie,<20k
JPT_1210052,nowosądecki,473,127,831,1173,558,10485,2442,"23,3",3162,Kamionka Wielka,małopolskie,<20k
JPT_1432032,warszawski zachodni,415,90,454,757,359,4348,1528,"35,1",2075,Kampinos,mazowieckie,<20k
JPT_1417043,otwocki,1575,321,1865,2744,1772,15930,5986,"37,6",8277,Karczew,mazowieckie,<20k
JPT_0612032,opolski (lubelskie),430,41,392,598,439,5487,1416,"25,8",1900,Karczmiska,lubelskie,<20k
JPT_0809043,zielonogórski,510,75,520,804,519,5815,1973,"33,9",2428,Kargowa,lubuskie,<20k
JPT_3201033,białogardzki,651,135,625,1038,824,9093,2651,"29,2",3273,Karlino,zachodniopomorskie,<20k
JPT_3205032,gryficki,309,47,315,536,384,3965,1284,"32,4",1591,Karnice,zachodniopomorskie,<20k
JPT_1411032,makowski,355,81,482,639,440,5117,1384,27,1997,Karniewo,mazowieckie,<20k
JPT_0206011,karkonoski,455,104,455,661,564,4487,1774,"39,5",2239,Karpacz,dolnośląskie,<20k
JPT_2206032,kościerski,474,82,544,805,555,6260,2030,"32,4",2460,Karsin,pomorskie,<20k
JPT_2205023,kartuski,2427,699,3455,4620,2587,34037,10673,"31,4",13788,Kartuzy,pomorskie,20k-50k
JPT_2469000,Katowice,36384,6141,40034,47796,30467,290553,133801,"46,1",160822,Katowice,śląskie,>100k
JPT_3027042,turecki,385,35,315,570,381,5187,1149,"22,2",1686,Kawęczyn,wielkopolskie,<20k
JPT_1436012,zwoleński,346,37,278,433,299,4475,1018,"22,7",1393,Kazanów,mazowieckie,<20k
JPT_3010032,koniński,831,220,1147,1983,1022,11496,3700,"32,2",5203,Kazimierz Biskupi,wielkopolskie,<20k
JPT_0614043,puławski,686,89,431,825,549,6630,1964,"29,6",2580,Kazimierz Dolny,lubelskie,<20k
JPT_2603033,kazimierski,1499,199,1296,2080,1424,16019,5071,"31,7",6498,Kazimierza Wielka,świętokrzyskie,<20k
JPT_1412093,miński,508,57,539,728,522,5749,1968,"34,2",2354,Kałuszyn,mazowieckie,<20k
JPT_1814053,przeworski,908,99,804,1348,835,12285,3499,"28,5",3994,Kańczuga,podkarpackie,<20k
JPT_3024032,szamotulski,615,243,1225,1639,786,8840,3313,"37,5",4508,Kaźmierz,wielkopolskie,<20k
JPT_0410013,nakielski,1039,241,1174,1743,1175,13204,4072,"30,8",5372,Kcynia,kujawsko-pomorskie,<20k
JPT_2661000,Kielce,23758,3887,19982,29858,19907,193415,81944,"42,4",97392,Kielce,świętokrzyskie,>100k
JPT_1005052,łowicki,292,50,262,418,301,3339,1031,"30,9",1323,Kiernozia,łódzkie,<20k
JPT_1602043,głubczycki,953,143,859,1344,961,10722,3564,"33,2",4260,Kietrz,opolskie,<20k
JPT_1009022,pajęczański,434,40,258,457,348,3950,1157,"29,3",1537,Kiełczygłów,łódzkie,<20k
JPT_2608022,pińczowski,411,55,358,585,428,4320,1439,"33,3",1837,Kije,świętokrzyskie,<20k
JPT_0404032,chełmiński,321,113,517,692,418,4521,1447,32,2061,Kijewo Królewskie,kujawsko-pomorskie,<20k
JPT_0408052,lipnowski,482,92,589,901,518,7050,1827,"25,9",2582,Kikół,kujawsko-pomorskie,<20k
JPT_2807043,iławski,400,64,390,638,458,5941,1317,"22,2",1950,Kisielice,warmińsko-mazurskie,<20k
JPT_3003042,gnieźnieński,415,90,516,819,540,5470,1623,"29,7",2381,Kiszkowo,wielkopolskie,<20k
JPT_2809022,lidzbarski,240,52,244,377,253,3252,867,"26,7",1166,Kiwity,warmińsko-mazurskie,<20k
JPT_3010043,koniński,736,130,887,1498,844,9908,2912,"29,4",4095,Kleczew,wielkopolskie,<20k
JPT_1434072,wołomiński,635,187,912,1572,757,10108,2884,"28,5",4063,Klembów,mazowieckie,<20k
JPT_2005073,hajnowski,275,18,93,190,174,2408,645,"26,8",750,Kleszczele,podlaskie,<20k
JPT_3021062,poznański,480,353,1534,1931,589,9343,3751,"40,1",4887,Kleszczewo,wielkopolskie,<20k
JPT_1001042,bełchatowski,299,92,504,784,374,6418,1524,"23,7",2053,Kleszczów,łódzkie,<20k
JPT_2609033,sandomierski,674,75,591,938,569,7987,2182,"27,3",2847,Klimontów,świętokrzyskie,<20k
JPT_1014072,sieradzki,258,30,192,335,183,2888,704,"24,4",998,Klonowa,łódzkie,<20k
JPT_1604023,kluczborski,3733,579,3194,4861,3348,35724,12828,"35,9",15715,Kluczbork,opolskie,20k-50k
JPT_1212042,olkuski,1642,278,1492,2565,1504,14909,6005,"40,3",7481,Klucze,małopolskie,<20k
JPT_2613012,włoszczowski,425,61,408,669,442,5157,1567,"30,4",2005,Kluczewsko,świętokrzyskie,<20k
JPT_1001052,bełchatowski,270,38,278,504,309,4418,1133,"25,6",1399,Kluki,łódzkie,<20k
JPT_2013042,wysokomazowiecki,484,36,275,464,298,4255,1258,"29,6",1557,Klukowo,podlaskie,<20k
JPT_1423032,przysuski,283,31,253,384,301,3364,831,"24,7",1252,Klwów,mazowieckie,<20k
JPT_2405011,gliwicki,3903,909,4062,6277,3674,37801,15946,"42,2",18825,Knurów,śląskie,20k-50k
JPT_2008043,moniecki,339,33,305,449,347,4713,1359,"28,8",1473,Knyszyn,podlaskie,<20k
JPT_1012062,radomszczański,302,54,328,526,347,4388,1098,25,1557,Kobiele Wielkie,łódzkie,<20k
JPT_0223052,wrocławski,1333,793,3517,4737,1650,22154,9752,44,12030,Kobierzyce,dolnośląskie,20k-50k
JPT_2410022,pszczyński,447,112,486,775,431,4971,1777,"35,7",2251,Kobiór,śląskie,<20k
JPT_3018042,ostrzeszowski,421,88,521,824,546,6135,1837,"29,9",2400,Kobyla Góra,wielkopolskie,<20k
JPT_3214062,stargardzki,415,134,537,1023,558,5845,2285,"39,1",2667,Kobylanka,zachodniopomorskie,<20k
JPT_3012023,krotoszyński,647,91,558,983,679,8049,2038,"25,3",2958,Kobylin,wielkopolskie,<20k
JPT_2013052,wysokomazowiecki,243,13,106,209,175,3148,664,"21,1",746,Kobylin-Borzymy,podlaskie,<20k
JPT_2212062,słupski,709,238,1372,2038,1103,13211,4178,"31,6",5460,Kobylnica,pomorskie,<20k
JPT_1434011,wołomiński,1720,658,3383,4454,1910,25149,9887,"39,3",12125,Kobyłka,mazowieckie,20k-50k
JPT_2407052,lubliniecki,436,93,531,770,440,6959,1713,"24,6",2270,Kochanowice,śląskie,<20k
JPT_1005062,łowicki,427,68,396,593,363,4179,1430,"34,2",1847,Kocierzew Południowy,łódzkie,<20k
JPT_0608063,lubartowski,381,40,297,467,368,6311,1261,20,1553,Kock,lubelskie,<20k
JPT_1206052,krakowski,1150,346,2007,2865,1342,16020,5610,35,7710,Kocmyrzów-Luborzyca,małopolskie,<20k
JPT_2203052,człuchowski,227,26,195,312,375,3327,937,"28,2",1135,Koczała,pomorskie,<20k
JPT_0601062,bialski,298,40,273,419,316,3432,1129,"32,9",1346,Kodeń,lubelskie,<20k
JPT_1012072,radomszczański,402,75,385,595,373,4486,1414,"31,5",1830,Kodrąb,łódzkie,<20k
JPT_2204032,gdański,1166,582,2538,3516,1418,18165,7542,"41,5",9220,Kolbudy,pomorskie,<20k
JPT_1806023,kolbuszowski,1502,166,1433,2111,1384,24638,5867,"23,8",6596,Kolbuszowa,podkarpackie,20k-50k
JPT_2006011,kolneński,719,64,676,1059,899,10143,2950,"29,1",3417,Kolno,podlaskie,<20k
JPT_2814082,olsztyński,225,28,202,411,289,3085,836,"27,1",1155,Kolno,warmińsko-mazurskie,<20k
JPT_1611033,strzelecki,496,67,410,590,406,5863,1570,"26,8",1969,Kolonowskie,opolskie,<20k
JPT_0804032,nowosolski,276,32,194,333,296,3307,909,"27,5",1131,Kolsko,lubuskie,<20k
JPT_1006073,łódzki wschodni,2292,420,2166,3585,2239,23293,8852,38,10702,Koluszki,łódzkie,20k-50k
JPT_0620032,zamojski,484,38,301,489,383,4880,1433,"29,4",1695,Komarów-Osada,lubelskie,<20k
JPT_0615052,radzyński,342,27,184,337,279,4133,944,"22,8",1169,Komarówka Podlaska,lubelskie,<20k
JPT_1817042,sanocki,352,31,230,424,341,4466,1214,"27,2",1378,Komańcza,podkarpackie,<20k
JPT_3021072,poznański,1593,1186,5515,6729,1855,31474,12851,"40,8",16878,Komorniki,wielkopolskie,20k-50k
JPT_1609042,opolski (opolskie),646,152,747,1183,670,9111,2892,"31,7",3398,Komprachcice,opolskie,<20k
JPT_2202052,chojnicki,145,40,215,317,156,2285,675,"29,5",873,Konarzyny,pomorskie,<20k
JPT_0217022,strzeliński,375,70,318,555,431,4199,1281,"30,5",1749,Kondratowice,dolnośląskie,<20k
JPT_0401062,aleksandrowski,299,66,321,464,299,3103,1043,"33,6",1449,Koneck,kujawsko-pomorskie,<20k
JPT_2404063,częstochowski,947,109,700,1217,872,9283,2989,"32,2",3845,Koniecpol,śląskie,<20k
JPT_3062000,Konin,9212,1201,6443,11039,7753,72539,26784,"36,9",35648,Konin,wielkopolskie,50k-100k
JPT_1214012,proszowicki,663,120,841,1165,739,8987,2581,"28,7",3528,Koniusza,małopolskie,<20k
JPT_2404072,częstochowski,929,166,1042,1748,1029,10728,3888,"36,2",4914,Konopiska,śląskie,<20k
JPT_0609082,lubelski,1064,315,1440,2442,1207,14267,5537,"38,8",6468,Konopnica,lubelskie,<20k
JPT_1017032,wieluński,421,73,286,524,357,3759,1373,"36,5",1661,Konopnica,łódzkie,<20k
JPT_1418023,piaseczyński,2880,927,3106,5128,2727,24621,12121,"49,2",14768,Konstancin-Jeziorna,mazowieckie,20k-50k
JPT_0601072,bialski,278,36,292,460,331,4060,1041,"25,6",1397,Konstantynów,lubelskie,<20k
JPT_1008011,pabianicki,1986,360,1944,3005,1904,18335,7170,"39,1",9199,Konstantynów Łódzki,łódzkie,<20k
JPT_2609043,sandomierski,586,58,478,760,611,6537,1904,"29,1",2493,Koprzywnica,świętokrzyskie,<20k
JPT_1426022,siedlecki,322,19,151,298,225,2554,892,"34,9",1015,Korczew,mazowieckie,<20k
JPT_1807052,krośnieński (podkarpackie),708,81,635,1049,652,11143,2665,"23,9",3125,Korczyna,podkarpackie,<20k
JPT_1607033,nyski,628,117,629,1021,758,8639,2567,"29,7",3153,Korfantów,opolskie,<20k
JPT_2411022,raciborski,409,91,477,733,391,5165,1697,"32,9",2101,Kornowac,śląskie,<20k
JPT_0403043,bydgoski,1977,506,2530,3943,2407,24109,8206,34,11363,Koronowo,kujawsko-pomorskie,20k-50k
JPT_2808043,kętrzyński,645,85,541,955,797,9540,2213,"23,2",3023,Korsze,warmińsko-mazurskie,<20k
JPT_2011032,sokólski,264,29,180,316,219,3172,815,"25,7",1008,Korycin,podlaskie,<20k
JPT_1433032,węgrowski,532,76,438,676,456,6128,1543,"25,2",2178,Korytnica,mazowieckie,<20k
JPT_1210062,nowosądecki,763,170,1201,1642,839,14546,3313,"22,8",4615,Korzenna,małopolskie,<20k
JPT_2211052,pucki,887,487,2609,3177,1088,16419,6772,"41,2",8248,Kosakowo,pomorskie,<20k
JPT_0218012,średzki (dolnośląskie),503,119,645,1000,650,7109,2243,"31,6",2917,Kostomłoty,dolnośląskie,<20k
JPT_3021083,poznański,1355,524,2466,3358,1724,18764,6672,"35,6",9427,Kostrzyn,wielkopolskie,<20k
JPT_0801011,gorzowski,1556,308,1743,2725,1711,17704,6515,"36,8",8043,Kostrzyn nad Odrą,lubuskie,<20k
JPT_3261000,Koszalin,13232,1929,10334,15769,11135,106235,44207,"41,6",52399,Koszalin,zachodniopomorskie,>100k
JPT_2417052,żywiecki,149,21,220,332,196,2346,699,"29,8",918,Koszarawa,śląskie,<20k
JPT_1214023,proszowicki,510,71,460,702,474,5400,1899,"35,2",2217,Koszyce,małopolskie,<20k
JPT_2407062,lubliniecki,1026,214,975,1621,904,11810,3725,"31,5",4740,Koszęcin,śląskie,<20k
JPT_1429053,sokołowski,493,52,410,628,445,5900,1385,"23,5",2028,Kosów Lacki,mazowieckie,<20k
JPT_0203042,głogowski,281,96,328,637,374,4456,1291,29,1716,Kotla,dolnośląskie,<20k
JPT_3006032,jarociński,563,97,659,1005,646,7390,2152,"29,1",2970,Kotlin,wielkopolskie,<20k
JPT_1426032,siedlecki,540,78,470,806,535,8490,1843,"21,7",2429,Kotuń,mazowieckie,<20k
JPT_0418011,włocławski,319,63,381,621,382,3468,1462,"42,2",1766,Kowal,kujawsko-pomorskie,<20k
JPT_1425072,radomski,670,170,832,1594,708,12273,2985,"24,3",3974,Kowala,mazowieckie,<20k
JPT_2813032,olecki,356,79,363,535,413,4933,1109,"22,5",1746,Kowale Oleckie,warmińsko-mazurskie,<20k
JPT_0405043,golubsko-dobrzyński,899,160,1017,1575,982,11416,3216,"28,2",4633,Kowalewo Pomorskie,kujawsko-pomorskie,<20k
JPT_0206021,karkonoski,1082,153,685,1287,1151,10650,3665,"34,4",4358,Kowary,dolnośląskie,<20k
JPT_1015042,skierniewicki,244,25,213,325,245,2880,815,"28,3",1052,Kowiesy,łódzkie,<20k
JPT_2409023,myszkowski,1253,161,1224,1945,1285,14348,4658,"32,5",5868,Koziegłowy,śląskie,<20k
JPT_3212022,pyrzycki,180,23,195,324,224,2481,824,"33,2",946,Kozielice,zachodniopomorskie,<20k
JPT_1407053,kozienicki,2746,393,2231,3735,3180,29187,9631,33,12285,Kozienice,mazowieckie,20k-50k
JPT_2402072,bielski (śląskie),1130,292,1479,2095,1310,13091,4968,"37,9",6306,Kozy,śląskie,<20k
JPT_2811032,nidzicki,365,100,392,747,461,5924,1469,"24,8",2065,Kozłowo,warmińsko-mazurskie,<20k
JPT_1208032,miechowski,496,78,408,751,420,4557,1512,"33,2",2153,Kozłów,małopolskie,<20k
JPT_3030012,wrzesiński,435,68,525,785,584,5988,1604,"26,8",2397,Kołaczkowo,wielkopolskie,<20k
JPT_1805053,jasielski,536,56,521,830,542,8920,2106,"23,6",2485,Kołaczyce,podkarpackie,<20k
