Rok;Miesiąc;Rok;Miesiąc;producent;czy_druga_dawka;kat_wiek;kat_zakazenia;plec; ile_osob 
2021;marzec;2021;maj;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po drugiej dawce;K; 11 
2021;kwiecień;2021;maj;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po drugiej dawce;K; 1 
2021;kwiecień;2021;czerwiec;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po drugiej dawce;K; 4 
2021;kwiecień;2021;lipiec;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po drugiej dawce;K; 1 
2021;luty;2021;marzec;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po drugiej dawce;M; 1 
2021;luty;2021;kwiecień;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po drugiej dawce;M; 1 
2021;luty;2021;maj;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po drugiej dawce;M; 5 
2021;marzec;2021;maj;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po drugiej dawce;M; 8 
2021;marzec;2021;czerwiec;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po drugiej dawce;M; 3 
2021;kwiecień;2021;czerwiec;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po drugiej dawce;M; 6 
2021;kwiecień;2021;lipiec;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po drugiej dawce;M; 2 
2021;maj;2021;czerwiec;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po drugiej dawce;M; 1 
2021;maj;2021;lipiec;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po drugiej dawce;M; 1 
2021;luty;2021;kwiecień;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 107 
2021;luty;2021;maj;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 788 
2021;luty;2021;czerwiec;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 651 
2021;luty;2021;lipiec;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 247 
2021;luty;2021;sierpień;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 55 
2021;marzec;2021;kwiecień;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 2 
2021;marzec;2021;maj;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 562 
2021;marzec;2021;czerwiec;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 455 
2021;marzec;2021;lipiec;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 132 
2021;marzec;2021;sierpień;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 34 
2021;kwiecień;2021;maj;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 4 
2021;kwiecień;2021;czerwiec;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 76 
2021;kwiecień;2021;lipiec;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 48 
2021;kwiecień;2021;sierpień;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 2 
2021;maj;2021;czerwiec;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 2 
2021;maj;2021;lipiec;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 7 
2021;maj;2021;sierpień;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 1 
2021;luty;2021;kwiecień;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 29 
2021;luty;2021;maj;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 129 
2021;luty;2021;czerwiec;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 94 
2021;luty;2021;lipiec;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 40 
2021;luty;2021;sierpień;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 8 
2021;marzec;2021;maj;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 162 
2021;marzec;2021;czerwiec;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 202 
2021;marzec;2021;lipiec;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 39 
2021;marzec;2021;sierpień;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 4 
2021;kwiecień;2021;maj;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 4 
2021;kwiecień;2021;czerwiec;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 115 
2021;kwiecień;2021;lipiec;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 59 
2021;kwiecień;2021;sierpień;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 7 
2021;maj;2021;lipiec;Astra Zeneca;Druga dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 7 
2021;marzec;2021;marzec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 13 
2021;kwiecień;2021;kwiecień;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 28 
2021;maj;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 628 
2021;czerwiec;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 2 295 
2021;lipiec;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 393 
2021;sierpień;2021;sierpień;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 21 
2021;styczeń;2021;luty;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 1 
2021;luty;2021;luty;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 2 
2021;luty;2021;marzec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 14 
2021;luty;2021;kwiecień;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 1 259 
2021;luty;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 6 908 
2021;luty;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 36 
2021;luty;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 11 
2021;luty;2021;sierpień;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 7 
2021;marzec;2021;marzec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 13 
2021;marzec;2021;kwiecień;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 371 
2021;marzec;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 61 923 
2021;marzec;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 172 936 
2021;marzec;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 1 699 
2021;marzec;2021;sierpień;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 327 
2021;kwiecień;2021;luty;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 2 
2021;kwiecień;2021;kwiecień;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 21 
2021;kwiecień;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 22 659 
2021;kwiecień;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 200 946 
2021;kwiecień;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 45 796 
2021;kwiecień;2021;sierpień;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 506 
2021;maj;2021;marzec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 1 
2021;maj;2021;kwiecień;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 2 
2021;maj;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 22 
2021;maj;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 16 269 
2021;maj;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 18 247 
2021;maj;2021;sierpień;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 573 
2021;czerwiec;2021;kwiecień;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 4 
2021;czerwiec;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 2 
2021;czerwiec;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 38 
2021;czerwiec;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 434 
2021;czerwiec;2021;sierpień;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 56 
2021;lipiec;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 1 
2021;lipiec;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 12 
2021;lipiec;2021;sierpień;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 83 
2021;sierpień;2021;sierpień;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 2 
2021;marzec;2021;marzec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 6 
2021;kwiecień;2021;kwiecień;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 32 
2021;maj;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 513 
2021;czerwiec;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 2 167 
2021;lipiec;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 356 
2021;sierpień;2021;sierpień;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 19 
2021;styczeń;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 1 
2021;luty;2021;marzec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 6 
2021;luty;2021;kwiecień;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 600 
2021;luty;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 3 505 
2021;luty;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 24 
2021;luty;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 8 
2021;luty;2021;sierpień;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 2 
2021;marzec;2021;marzec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 7 
2021;marzec;2021;kwiecień;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 313 
2021;marzec;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 52 392 
2021;marzec;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 152 823 
2021;marzec;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 1 262 
2021;marzec;2021;sierpień;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 200 
2021;kwiecień;2021;kwiecień;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 21 
2021;kwiecień;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 22 472 
2021;kwiecień;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 188 978 
2021;kwiecień;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 45 158 
2021;kwiecień;2021;sierpień;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 446 
2021;maj;2021;marzec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 1 
2021;maj;2021;kwiecień;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 1 
2021;maj;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 30 
2021;maj;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 17 451 
2021;maj;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 18 726 
2021;maj;2021;sierpień;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 594 
2021;czerwiec;2021;marzec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 1 
2021;czerwiec;2021;kwiecień;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 1 
2021;czerwiec;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 1 
2021;czerwiec;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 30 
2021;czerwiec;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 529 
2021;czerwiec;2021;sierpień;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 65 
2021;lipiec;2021;kwiecień;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 1 
2021;lipiec;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 3 
2021;lipiec;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 1 
2021;lipiec;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 13 
2021;lipiec;2021;sierpień;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 79 
2021;sierpień;2021;sierpień;Astra Zeneca;Druga dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 1 
2021;maj;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po drugiej dawce;K; 1 
2021;luty;2021;kwiecień;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po drugiej dawce;K; 1 
2021;marzec;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po drugiej dawce;K; 10 
2021;marzec;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po drugiej dawce;K; 7 
2021;kwiecień;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po drugiej dawce;K; 1 
2021;maj;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po drugiej dawce;K; 1 
2021;luty;2021;kwiecień;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po drugiej dawce;M; 1 
2021;luty;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po drugiej dawce;M; 2 
2021;marzec;2021;kwiecień;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po drugiej dawce;M; 1 
2021;marzec;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po drugiej dawce;M; 7 
2021;kwiecień;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po drugiej dawce;M; 2 
2021;kwiecień;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po drugiej dawce;M; 4 
2021;kwiecień;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po drugiej dawce;M; 1 
2021;luty;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po pierwszej dawce;K; 46 
2021;luty;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po pierwszej dawce;K; 11 
2021;luty;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po pierwszej dawce;K; 3 
2021;marzec;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po pierwszej dawce;K; 271 
2021;marzec;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po pierwszej dawce;K; 1 053 
2021;marzec;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po pierwszej dawce;K; 101 
2021;marzec;2021;sierpień;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po pierwszej dawce;K; 20 
2021;kwiecień;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po pierwszej dawce;K; 49 
2021;kwiecień;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po pierwszej dawce;K; 681 
2021;kwiecień;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po pierwszej dawce;K; 196 
2021;kwiecień;2021;sierpień;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po pierwszej dawce;K; 19 
2021;maj;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po pierwszej dawce;K; 1 
2021;maj;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po pierwszej dawce;K; 9 
2021;luty;2021;kwiecień;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po pierwszej dawce;M; 2 
2021;luty;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po pierwszej dawce;M; 21 
2021;luty;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po pierwszej dawce;M; 3 
2021;marzec;2021;kwiecień;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po pierwszej dawce;M; 1 
2021;marzec;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po pierwszej dawce;M; 276 
2021;marzec;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po pierwszej dawce;M; 1 221 
2021;marzec;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po pierwszej dawce;M; 85 
2021;marzec;2021;sierpień;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po pierwszej dawce;M; 25 
2021;kwiecień;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po pierwszej dawce;M; 42 
2021;kwiecień;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po pierwszej dawce;M; 805 
2021;kwiecień;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po pierwszej dawce;M; 185 
2021;kwiecień;2021;sierpień;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po pierwszej dawce;M; 18 
2021;maj;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po pierwszej dawce;M; 3 
2021;maj;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po pierwszej dawce;M; 15 
2021;maj;2021;sierpień;Astra Zeneca;Druga dawka;61-70 lat;do 14 dni po pierwszej dawce;M; 3 
2021;luty;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po drugiej dawce;K; 3 
2021;marzec;2021;kwiecień;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po drugiej dawce;K; 1 
2021;marzec;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po drugiej dawce;K; 10 
2021;marzec;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po drugiej dawce;K; 15 
2021;kwiecień;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po drugiej dawce;K; 2 
2021;kwiecień;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po drugiej dawce;K; 10 
2021;kwiecień;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po drugiej dawce;K; 4 
2021;maj;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po drugiej dawce;K; 1 
2021;luty;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po drugiej dawce;M; 1 
2021;marzec;2021;kwiecień;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po drugiej dawce;M; 1 
2021;marzec;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po drugiej dawce;M; 11 
2021;marzec;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po drugiej dawce;M; 12 
2021;kwiecień;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po drugiej dawce;M; 2 
2021;kwiecień;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po drugiej dawce;M; 11 
2021;kwiecień;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po drugiej dawce;M; 4 
2021;maj;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po drugiej dawce;M; 1 
2021;maj;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po drugiej dawce;M; 2 
2021;luty;2021;kwiecień;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 2 
2021;luty;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 84 
2021;luty;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 72 
2021;luty;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 18 
2021;luty;2021;sierpień;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 2 
2021;marzec;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 350 
2021;marzec;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 1 374 
2021;marzec;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 192 
2021;marzec;2021;sierpień;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 45 
2021;kwiecień;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 11 
2021;kwiecień;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 549 
2021;kwiecień;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 190 
2021;kwiecień;2021;sierpień;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 19 
2021;maj;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 15 
2021;luty;2021;kwiecień;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 1 
2021;luty;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 42 
2021;luty;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 30 
2021;luty;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 7 
2021;marzec;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 272 
2021;marzec;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 1 344 
2021;marzec;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 159 
2021;marzec;2021;sierpień;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 31 
2021;kwiecień;2021;maj;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 18 
2021;kwiecień;2021;czerwiec;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 589 
2021;kwiecień;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 165 
2021;kwiecień;2021;sierpień;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 12 
2021;maj;2021;lipiec;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 5 
2021;maj;2021;sierpień;Astra Zeneca;Druga dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 3 
2021;marzec;2021;marzec;Astra Zeneca;Druga dawka;71-80 lat;Brak pozytywnego wyniku COVID;K; 1 
2021;kwiecień;2021;kwiecień;Astra Zeneca;Druga dawka;71-80 lat;Brak pozytywnego wyniku COVID;K; 4 
2021;maj;2021;maj;Astra Zeneca;Druga dawka;71-80 lat;Brak pozytywnego wyniku COVID;K; 5 
