Report Date,School Name,Address,County,Daily Cases,Eircode,location,Long,Lat,type
25.03.2021,St Brendan's Boys PS,Birr,Offaly,1,R42NW22,"<[OK] Osm - Geocode [Birr, County Offaly, Leinster, R42 DE61, Éire / Ireland]>",-7.9108738,53.0965843,AC
25.03.2021,Ballyconnell Mxd NS,Ballyconnell,Cavan,1,H14HK81,"<[OK] Osm - Geocode [Ballyconnell, Cavan-Belturbet Municipal District, County Cavan, H14 EC99, Éire / Ireland]>",-7.583333,54.116667,AC
25.03.2021,St Luke's NS,"Tyrrelstown, D15",Dublin,1,D15CH64,"Saint Luke's, Drumcondra Road Lower, Drumcondra, Botanic B ED, Dublin, Dublin 9, Leinster, D09 VX57, Éire / Ireland",-6.255043089407927,53.3677787,S
25.03.2021,Scoil Chaitríona Cailíní,"Coolock, D5",Dublin,1,D05HR61,"<[OK] Osm - Geocode [Coolock, Kilmore D ED, Dublin, County Dublin, Leinster, D17 E038, Éire / Ireland]>",-6.200352,53.3893213,AC
25.03.2021,St Angela's NS,Castlebar,Mayo,1,F23YD79,"<[OK] Osm - Geocode [Castlebar, Castlebar Municipal District, County Mayo, Connacht, F23 WF90, Éire / Ireland]>",-9.297967,53.8568418,AC
25.03.2021,Our Lady of Victories Boys School,DUBLIN 9,Dublin,1,D09HC90,"<[OK] Osm - Geocode [Dublin 9, Leinster, Éire / Ireland]>",-6.245577085317763,53.3860497,AC
25.03.2021,St Mark's Sen NS,"Tallaght, D24",Dublin,1,D24FV07,"<[OK] Osm - Geocode [Tallaght, Belgard Square West, Clondalkin ED, Tallaght, South Dublin, County Dublin, Leinster, D24 V6XK, Éire / Ireland]>",-6.3746438,53.2874685,AC
25.03.2021,Scoil Mhuire Junior School,Newbridge,Kildare,1,W12ED88,"<[OK] Osm - Geocode [Newbridge, The Municipal District of Kildare — Newbridge, County Kildare, Leinster, W12 AD93, Éire / Ireland]>",-6.7982137,53.180124,AC
25.03.2021,St Gabriel's NS,"Ballyfermot, D10",Dublin,1,D10KD76,"Saint Gabriels, Cabinteely, Cabinteely-Pottery ED, Cornelscourt, Dún Laoghaire-Rathdown, County Dublin, Leinster, D18 FV07, Éire / Ireland",-6.1494864,53.2644581,S
25.03.2021,Holy Family Junior NS,Swords,Dublin,1,K67PX92,"<[OK] Osm - Geocode [Swords, Fingal, County Dublin, Leinster, K67 X8Y2, Éire / Ireland]>",-6.2184562,53.4598264,AC
25.03.2021,St Thomas Senior NS,"Tallaght, D24",Dublin,2,D24YN90,"<[OK] Osm - Geocode [Tallaght, Belgard Square West, Clondalkin ED, Tallaght, South Dublin, County Dublin, Leinster, D24 V6XK, Éire / Ireland]>",-6.3746438,53.2874685,AC
25.03.2021,Sacred Heart NS,"Clondalkin, D22",Dublin,1,D22H224,"Sacred Heart Church, The Crescent, Limerick City, The Metropolitan District of Limerick City, County Limerick, Munster, V94 V2VW, Éire / Ireland",-8.632427749817849,52.65909285,S
25.03.2021,Urlingford NS,Urlingford,Kilkenny,1,E41A567,"Urlingford, Cullahill to Cashel Motorway, Urlingford, The Municipal District of Castlecomer, County Kilkenny, Leinster, E41 V9K3, Éire / Ireland",-7.5897624,52.7264387,SA
25.03.2021,Scoil Íosagáin,Buncrana,Donegal,1,F93RF77,"Scoil Iosagain, Church Street, Buncrana ED, Inishowen Municipal District, County Donegal, F93 C9X6, Éire / Ireland",-7.457314367120183,55.1330547,SA
25.03.2021,St Oliver's Primary School,Drogheda,Louth,1,A92NV26,"Saint Oliver's, Ratoath ED, The Municipal District of Ratoath, County Meath, Leinster, A85 RX50, Éire / Ireland",-6.4689291,53.5006317,S
25.03.2021,Holy Trinity National School,Fethard,Tipperary,1,E91TD43,"Holy Trinity National School, Rocklow Road, Peppardstown, The Municipal District of Carrick-on-Suir, County Tipperary, Munster, Éire / Ireland",-7.6989653892137095,52.46851375,SA
25.03.2021,Hansfield ETNS,"Hansfield, D15",Dublin,1,D15H1FC,"<[OK] Osm - Geocode [Hansfield, Station Road, Clonsilla ED, Ongar, Fingal, Dublin 15, Leinster, D15 AXP3, Éire / Ireland]>",-6.4420549,53.3870051,AC
25.03.2021,Mount Sackville Secondary School,"Chapelizod, D20",Dublin,1,D20WP68,"Mount Sackville Secondary School, Knockmaroon Road, Blanchardstown ED, Fingal, County Dublin, Leinster, D20 DR77, Éire / Ireland",-6.357660119471008,53.360620600000004,S
25.03.2021,St Mary's Secondary School,"Glasnevin, D11",Dublin,1,D11X478,"St. Mary's Secondary School, R503, Newport, The Municipal District of Nenagh, County Tipperary, Munster, V94 W6WC, Éire / Ireland",-8.411298684992257,52.7086903,S
25.03.2021,Patrician Secondary School,Newbridge,Kildare,1,W12XV38,"Patrician Secondary School, R445, Droighead Nua Urban ED, The Municipal District of Kildare — Newbridge, County Kildare, Leinster, W12 AD93, Éire / Ireland",-6.792128406035315,53.18450495,SA
25.03.2021,St Peter's College,Summerhill,Wexford,1,Y35P8WT,"St Peter's College, Station Road, Dunboyne ED, The Municipal District of Ratoath, County Meath, Leinster, A86 YE37, Éire / Ireland",-6.4678802,53.4169825,S
25.03.2021,Mercy Secondary School,Ballymahon,Longford,1,N39P8C5,"Mercy Secondary School, Dublin Road, Tuam Urban ED, Tuam Municipal District, County Galway, Connacht, H54KC66, Éire / Ireland",-8.84795880219058,53.5136567,S
25.03.2021,Coláiste Íde Agus Iosaef,ABBEYFEALE,Limerick,3,V94F7X4,"<[OK] Osm - Geocode [Abbeyfeale, The Municipal District of Newcastle West, County Limerick, Munster, Éire / Ireland]>",-9.301549,52.3847629,AC
25.03.2021,Clever Clogs Childcare* (not a school),Ballyconnell,Cavan,1,H14PW13,"<[OK] Osm - Geocode [Ballyconnell, Cavan-Belturbet Municipal District, County Cavan, H14 EC99, Éire / Ireland]>",-7.583333,54.116667,AC
24.03.2021,St Mochta's NS,Louth Village,Louth,1,A91AE79,"<[OK] Osm - Geocode [Louth, The Municipal District of Ardee, County Louth, Leinster, Éire / Ireland]>",-6.5403319,53.9508294,AC
24.03.2021,Stanhope St Primary School,"Stoneybatter, D7",Dublin,1,D07DY60,"Stanhope Street Primary School, Manor Street, Oxmantown, Arran Quay E ED, Dublin, Dublin 7, Leinster, D07 WF44, Éire / Ireland",-6.282425984551365,53.352103549999995,S
24.03.2021,Ballinamere NS,Tullamore,Offaly,1,R35AW83,"Ballinamere GAA, L2013, Silverbrook ED, The Municipal District of Tullamore, County Offaly, Leinster, Éire / Ireland",-7.564509959233376,53.2924507,SA
24.03.2021,St Mary's Convent,Nenagh,Tipperary,1,E45DX78,"Saint Mary's Convent, Saint Mary's Road, Midleton Rural, The Municipal District of East Cork, County Cork, Munster, P25 DT04, Éire / Ireland",-8.168523691242305,51.90724175,S
24.03.2021,St Patrick's Jnr Mixed,Skerries,Dublin,1,K34D799,"<[OK] Osm - Geocode [Skerries, Fingal, County Dublin, Leinster, K34 KX03, Éire / Ireland]>",-6.1066867,53.5806379,AC
24.03.2021,Lurgybrack NS,Letterkenny,Donegal,1,F92HP82,"Lurgybrack, Magheraboy ED, Letterkenny Municipal District, County Donegal, Éire / Ireland",-7.6978331016207475,54.9347817,SA
24.03.2021,CBS Primary School,Nenagh,Tipperary,1,E45VW44,"CBS Primary School, Brewery Road, Monavally, Tralee, Tralee Municipal District, County Kerry, Munster, V92 N9FT, Éire / Ireland",-9.699094838664816,52.2727374,S
24.03.2021,Crossabeg NS,CROSSABEG,Wexford,1,Y35VY98,"Crossabeg, The Borough District of Wexford, County Wexford, Leinster, Y35 E296, Éire / Ireland",-6.5005844,52.3840514,S
24.03.2021,"Mary, Help Of Christians G.N.S.",Dublin 7,Dublin,1,D07EH68,"<[OK] Osm - Geocode [Dublin 7, Leinster, Éire / Ireland]>",-6.2844704545646435,53.3605505,AC
24.03.2021,St Paul's NS,Athlone,Westmeath,1,N37E973,"St. Pauls, Church Lane, Ballymore ED, The Municipal District of Athlone — Moate, County Westmeath, Leinster, Éire / Ireland",-7.671262071299725,53.49325835,SA
24.03.2021,Our Lady Of Fatima Special School,WEXFORD,Wexford,1,Y35HF83,"<[OK] Osm - Geocode [Wexford, County Wexford, Leinster, Éire / Ireland]>",-6.476233077945503,52.3277968,AC
24.03.2021,St Mark's Sen NS,"Tallaght, D24",Dublin,1,D24FV07,"<[OK] Osm - Geocode [Tallaght, Belgard Square West, Clondalkin ED, Tallaght, South Dublin, County Dublin, Leinster, D24 V6XK, Éire / Ireland]>",-6.3746438,53.2874685,AC
24.03.2021,St John The Baptist Girls School,Cashel,Tipperary,1,E25V627,"<[OK] Osm - Geocode [Cashel, The Municipal District of Cahir — Cashel, County Tipperary, Munster, E25 CX21, Éire / Ireland]>",-7.8879351,52.5167421,AC
24.03.2021,St Thomas Senior NS,"Tallaght, D24",Dublin,1,D24YN90,"<[OK] Osm - Geocode [Tallaght, Belgard Square West, Clondalkin ED, Tallaght, South Dublin, County Dublin, Leinster, D24 V6XK, Éire / Ireland]>",-6.3746438,53.2874685,AC
24.03.2021,Scoil Mhuire B & C,Stranorlar,Donegal,1,F93F9TF,"Scoil Mhuire, Saint Mary's Place, Inns Quay B ED, Dublin, Dublin 7, Leinster, D01 H0F9, Éire / Ireland",-6.267510755879849,53.3547541,S
24.03.2021,Urlingford NS,Urlingford,Kilkenny,1,E41A567,"Urlingford, Cullahill to Cashel Motorway, Urlingford, The Municipal District of Castlecomer, County Kilkenny, Leinster, E41 V9K3, Éire / Ireland",-7.5897624,52.7264387,SA
24.03.2021,Killashee Multi-Denominational NS,NAAS,Kildare,8,W91YV60,"<[OK] Osm - Geocode [Naas, The Municipal District of Naas, County Kildare, Leinster, Éire / Ireland]>",-6.6574093,53.2214677,AC
24.03.2021,Castleknock Educate Together NS,"Castleknock, D15",Dublin,2,D15X094,"<[OK] Osm - Geocode [Castleknock, Castleknock Road, Blanchardstown-Roselawn ED, Blanchardstown, Fingal, Dublin 15, Leinster, D15 NX98, Éire / Ireland]>",-6.3714239,53.3815285,AC
24.03.2021,Scoil Chormaic,Balbriggan,Dublin,1,K32AX94,"Scoil Chormaic Community National School, Stephenstown Link Road, Balbriggan Rural ED, Balbriggan, Fingal, County Dublin, Leinster, K32 AX94, Éire / Ireland",-6.2022171511029685,53.60493505,SA
24.03.2021,Greystones Educate Together National School,Greystones,Wicklow,1,A63YE36,"<[OK] Osm - Geocode [Greystones, The Municipal District of Greystones, County Wicklow, Leinster, A63 HW80, Éire / Ireland]>",-6.0632184,53.1448901,AC
24.03.2021,Réalt Na Mara School,Dundalk,Louth,2,A91TD3H,"Réalt na Mara, Mill Street, Dundalk No. 4 Urban ED, The Municipal District of Dundalk, County Louth, Leinster, A91 HY04, Éire / Ireland",-6.3923938,54.0074166,SA
24.03.2021,Kilcoole Primary School,Kilcoole,Wicklow,1,A63XT71,"Kilcoole, Sea Road, Kilcoole ED, The Municipal District of Greystones, County Wicklow, Leinster, A63 YW71, Éire / Ireland",-6.040974,53.1063282,SA
24.03.2021,Le Chéile National School,Limerick,Limerick,1,V94X2TR,"Le Chéile, Rock Road, Haggardstown ED, The Municipal District of Dundalk, County Louth, Leinster, A91 XR97, Éire / Ireland",-6.377513492825448,53.9647805,S
24.03.2021,Riverview ETNS,"Greenhills, D12",Dublin,1,D12VY8A,"<[OK] Osm - Geocode [Greenhills, Terenure-St. James ED, South Dublin, Dublin 12, Leinster, Éire / Ireland]>",-6.3354441,53.3125931,AC
24.03.2021,St Christopher's NS,"Ballsbridge, D4",Dublin,1,D04FP20,"Saint Christophers, Fatima Avenue, Cranmore, Sligo, Sligo Municipal Borough District, County Sligo, Connacht, F91 P9WV, Éire / Ireland",-8.465957891146711,54.2620772,S
24.03.2021,Mercy Secondary School,Ballymahon,Longford,1,N39P8C5,"Mercy Secondary School, Dublin Road, Tuam Urban ED, Tuam Municipal District, County Galway, Connacht, H54KC66, Éire / Ireland",-8.84795880219058,53.5136567,S
24.03.2021,C.B.S. Thurles,Thurles,Tipperary,1,E41HX75,"<[OK] Osm - Geocode [Thurles, The Municipal District of Thurles, County Tipperary, Munster, E41 F838, Éire / Ireland]>",-7.8151008,52.6801547,AC
24.03.2021,Riversdale Community College,"Blanchardstown, D15",Dublin,1,D15P380,"Riversdale Community College, Corduff Grove, Blanchardstown ED, Blanchardstown, Fingal, County Dublin, Leinster, D15 YA32, Éire / Ireland",-6.379674385631094,53.401695149999995,SA
24.03.2021,Coláiste Pobail Setanta,"Clonsilla, D15",Dublin,1,D15EY17,"Coláiste Pobail Setanta, Latchford Row, Latchford, Clonsilla ED, Ongar, Fingal, County Dublin, Leinster, D15 NY6H, Éire / Ireland",-6.435575868433347,53.39742015,SA
24.03.2021,Montessori Matters* (not a school),Lucan,Dublin,1,K78AE93,"<[OK] Osm - Geocode [Lucan, South Dublin, County Dublin, Leinster, K78 N8X6, Éire / Ireland]>",-6.4501534,53.3567157,AC
23.03.2021,Scoil Naomh Fiachra,Letterkenny,Donegal,1,F92WD21,"<[OK] Osm - Geocode [Letterkenny Municipal District, County Donegal, Éire / Ireland]>",-7.7354381,54.9517933,AC
23.03.2021,St Luke's NS,"Tyrrelstown, D15",Dublin,1,D15CH64,"Saint Luke's, Drumcondra Road Lower, Drumcondra, Botanic B ED, Dublin, Dublin 9, Leinster, D09 VX57, Éire / Ireland",-6.255043089407927,53.3677787,S
23.03.2021,Killeen NS,BIRR,Tipperary,1,R42AK00,"Killeen, Aghancon ED, Birr, County Offaly, Leinster, Éire / Ireland",-7.808645696677418,53.02081405,SA
23.03.2021,St Colman's NS,Tullamore,Offaly,1,R35HR63,"Saint Colmans, N67, Doorus ED, Loughrea Municipal District, County Galway, Connacht, H91 DV, Éire / Ireland",-8.955223766658175,53.14039395,S
23.03.2021,St Brendan NS,Ballinasloe,Galway,2,H53EW70,"Saint Brendan, R558, Ballynahaglish ED, Tralee Municipal District, County Kerry, Munster, Éire / Ireland",-9.8634153,52.2691383,S
23.03.2021,St John Bosco SBS,Dublin 7,Dublin,1,D07V654,"<[OK] Osm - Geocode [Dublin 7, Leinster, Éire / Ireland]>",-6.2844704545646435,53.3605505,AC
23.03.2021,Assumption Senior Girls NS,"Walkinstown, D12",Dublin,1,D12FK49,"<[OK] Osm - Geocode [Walkinstown, Tallaght-Tymon ED, Tallaght, South Dublin, Dublin 24, Leinster, Éire / Ireland]>",-6.358213583168933,53.2890582,AC
23.03.2021,Scoil Phadraic Cailin,Donabate,Dublin,1,K36KH36,"<[OK] Osm - Geocode [Donabate, Fingal, County Dublin, Leinster, K36 DT91, Éire / Ireland]>",-6.1485698,53.4864092,AC
23.03.2021,St Colmcille's Girls NS,Swords,Dublin,1,K67H337,"<[OK] Osm - Geocode [Swords, Fingal, County Dublin, Leinster, K67 X8Y2, Éire / Ireland]>",-6.2184562,53.4598264,AC
23.03.2021,Our Lady Of Fatima Special School,WEXFORD,Wexford,1,Y35HF83,"<[OK] Osm - Geocode [Wexford, County Wexford, Leinster, Éire / Ireland]>",-6.476233077945503,52.3277968,AC
23.03.2021,Our Lady's Grove Primary School,Dublin 14,Dublin,1,D14Y993,"Our Lady's Grove Primary School, The Grove, Friarland, Clonskeagh-Windy Arbour ED, Dundrum, Dún Laoghaire-Rathdown, County Dublin, Leinster, D14 NH72, Éire / Ireland",-6.234074640952987,53.300735,SA
23.03.2021,Scoil Eoin,"Crumlin, D12",Dublin,1,D12PX38,"Scoil Eoin, Station Road, West Village, Ballincollig ED, Ballincollig - Carrigaline, Cork, County Cork, Munster, P31 V085, Éire / Ireland",-8.590607627641292,51.88630615,S
23.03.2021,Scoil Mobhi,"Glasnevin, D9",Dublin,1,D09A303,"Scoil Mobhi, Saint Mobhi Road, Drumcondra South C ED, Dublin, County Dublin, Leinster, D09 A9P5, Éire / Ireland",-6.263430424615867,53.37364875,S
23.03.2021,Our Lady Immaculate Senior NS,"Darndale, D17",Dublin,1,D17CK81,"<[OK] Osm - Geocode [Darndale, Priorswood C ED, Dublin, Dublin 17, Leinster, Éire / Ireland]>",-6.194032391656853,53.4009603,AC
23.03.2021,Holy Child NS,Naas,Kildare,1,W91Y266,"<[OK] Osm - Geocode [Naas, The Municipal District of Naas, County Kildare, Leinster, Éire / Ireland]>",-6.6574093,53.2214677,AC
23.03.2021,Scoil Cholmcille Junior NS,Ballybrack,Dublin,1,A96FA40,"<[OK] Osm - Geocode [Ballybrack, Killiney ED, Killiney, Dún Laoghaire-Rathdown, County Dublin, Leinster, Éire / Ireland]>",-6.1266112,53.252448,AC
23.03.2021,Scoil na gCeithre Maistri,Athlone,Westmeath,1,N37RP03,"Scoil na gCeithre Máistrí, L9063, Athlone East Rural ED, The Municipal District of Athlone — Moate, County Westmeath, Leinster, N37 N1F2, Éire / Ireland",-7.917999724876599,53.427341150000004,SA
23.03.2021,Gaelscoil Thulach Na Nóg,Dunboyne,Meath,1,A86EP04,"Gaelscoil Thulach na nÓg, Rooske Road, Dunboyne ED, The Municipal District of Ratoath, County Meath, Leinster, A86 YE37, Éire / Ireland",-6.474277727994075,53.41559255,SA
23.03.2021,Castleknock Educate Together NS,"Castleknock, D15",Dublin,1,D15X094,"<[OK] Osm - Geocode [Castleknock, Castleknock Road, Blanchardstown-Roselawn ED, Blanchardstown, Fingal, Dublin 15, Leinster, D15 NX98, Éire / Ireland]>",-6.3714239,53.3815285,AC
23.03.2021,The Harold School,Glasthule,Dublin,1,A96X043,"Harold National School, Eden Park, Glasthule, Dun Laoghaire-Glasthule ED, Dún Laoghaire, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 PP26, Éire / Ireland",-6.125373939039085,53.286719500000004,SA
23.03.2021,Tullamore Educate Together NS,Tullamore,Offaly,1,R35AX22,"Tullamore Educate Together, Droim Liath, Tullamore Rural ED, The Municipal District of Tullamore, County Offaly, Leinster, Éire / Ireland",-7.503109520414043,53.29215025,SA
23.03.2021,Mary Mother Of Hope Junior NS,"Clonee, D15",Dublin,1,D15TA49,"<[OK] Osm - Geocode [Clonee, Navan Road, Blanchardstown-Blakestown ED, Blanchardstown, Fingal, County Dublin, Leinster, D15 X925, Éire / Ireland]>",-6.418708,53.4067306,AC
23.03.2021,Grace Park Educate Together National School,"Drumcondra, D9",Dublin,1,D09KDW4,"<[OK] Osm - Geocode [Drumcondra, Drumcondra Road Lower, Botanic C ED, Dublin, Dublin 9, Leinster, D01 C2F6, Éire / Ireland]>",-6.259665718431606,53.36334425,AC
23.03.2021,Our Lady Of Mercy Secondary School,"Drimnagh, D12",Dublin,1,D12HT22,"Our Lady of Mercy Secondary School, Ozanam Street, Military Road, Waterford, County Waterford, Munster, X91 P04E, Éire / Ireland",-7.1253896,52.2601954,S
23.03.2021,Coláiste Achadh an Iuir,Virginia,Cavan,1,A82X224,"<[OK] Osm - Geocode [Virginia, Ballyjamesduff Municipal District, County Cavan, A82 X086, Éire / Ireland]>",-7.0809547,53.8347779,AC
23.03.2021,M&As Montessori,Tullamore,Offaly,23,"53.28939388731459, -7.515870745465643","<[OK] Osm - Geocode [Tullamore, The Municipal District of Tullamore, County Offaly, Leinster, R35 CD82, Éire / Ireland]>",-7.4928384,53.2743191,AC
23.03.2021,Missus Tatty's Nursery,"Clonee, D15",Dublin,1,D15NXT3,"<[OK] Osm - Geocode [Clonee, Navan Road, Blanchardstown-Blakestown ED, Blanchardstown, Fingal, County Dublin, Leinster, D15 X925, Éire / Ireland]>",-6.418708,53.4067306,AC
23.03.2021,Darndale Belcamp Integrated Childcare,"Darndale, D17",Dublin,1,"53.40161719076554, -6.194567858954909","<[OK] Osm - Geocode [Darndale, Priorswood C ED, Dublin, Dublin 17, Leinster, Éire / Ireland]>",-6.194032391656853,53.4009603,AC
22.03.2021,Sacred Heart BNS,"Ballygall, D11",Dublin,1,D11XE17,"<[OK] Osm - Geocode [Ballygall, Ballygall Road East, Ballygall B ED, Dublin, Dublin 11, Leinster, D11 VK64, Éire / Ireland]>",-6.2759417825940655,53.383837850000006,AC
22.03.2021,Scoil Mhuire Gan Smál,Ballygar,Galway,1,F42AD83,"Ballygar National School, Main Street, Killeroran ED, Ballinasloe Municipal District, County Galway, Connacht, F42AD83, Éire / Ireland",-8.326710423719462,53.5217265,SA
22.03.2021,St Senan's National School,Enniscorthy,Wexford,1,Y21EV70,"Saint Senan's, The Shannon, Enniscorthy Urban ED, The Municipal District of Enniscorthy, County Wexford, Leinster, Y21 D560, Éire / Ireland",-6.5628112282122855,52.501873599999996,SA
22.03.2021,Geashill NS,Geashill,Offaly,1,R35W253,"Geashill, L1020, Clonygowan ED, The Municipal District of Edenderry, County Offaly, Leinster, R35 HK44, Éire / Ireland",-7.3529504,53.2139401,SA
22.03.2021,S N Muire Lourdes,Tullow,Carlow,2,R93Y960,"Tesco, Mary Street, North City ED, Dublin, County Dublin, Leinster, D01 R2P0, Éire / Ireland",-6.265225,53.3480715,S
22.03.2021,Ballinamere NS,Tullamore,Offaly,2,R35AW83,"Ballinamere GAA, L2013, Silverbrook ED, The Municipal District of Tullamore, County Offaly, Leinster, Éire / Ireland",-7.564509959233376,53.2924507,SA
22.03.2021,St Luke's NS,"Tyrrelstown, D15",Dublin,1,D15CH64,"Saint Luke's, Drumcondra Road Lower, Drumcondra, Botanic B ED, Dublin, Dublin 9, Leinster, D09 VX57, Éire / Ireland",-6.255043089407927,53.3677787,S
22.03.2021,Oylegate NS,Enniscorthy,Wexford,1,Y21FN23,"Oilgate, The Municipal District of Gorey — Kilmuckridge, County Wexford, Leinster, Éire / Ireland",-6.5306667,52.423774,S
22.03.2021,St Joseph's CBS,Drogheda,Louth,1,A92Y927,"St. Joseph's CBS, Summerhill, Nenagh East Urban, The Municipal District of Nenagh, County Tipperary, Munster, E45 KT61, Éire / Ireland",-8.191743255806738,52.86607925,S
22.03.2021,St Joseph's NS,Arklow,Wicklow,1,Y14X856,"St. Joseph's NS, L70712, Ballymitty ED, The Borough District of Wexford, County Wexford, Leinster, Éire / Ireland",-6.71504365,52.27869355,S
22.03.2021,S N Iosef Naofa,Roscrea,Tipperary,3,E53Y449,"<[OK] Osm - Geocode [Roscrea, The Municipal District of Thurles, County Tipperary, Munster, Éire / Ireland]>",-7.788687666946512,52.942640999999995,AC
22.03.2021,St Paul's NS,Athlone,Westmeath,1,N37E973,"St. Pauls, Church Lane, Ballymore ED, The Municipal District of Athlone — Moate, County Westmeath, Leinster, Éire / Ireland",-7.671262071299725,53.49325835,SA
22.03.2021,St Conleths NS,Carbury,Kildare,1,W91KC79,"<[OK] Osm - Geocode [Carbury, The Municipal District of Clane — Maynooth, County Kildare, Leinster, W91 YR5R, Éire / Ireland]>",-6.9627118,53.3558412,AC
22.03.2021,Mary Queen of Angels 1,"Ballyfermot, D10",Dublin,1,D10A997,"Mary Queen of Angels 1, Gurteen Road, Ballyfermot, Palmerston ED, Dublin, Dublin 10, Leinster, DUBLIN 10, Éire / Ireland",-6.361108528527371,53.3464946,SA
22.03.2021,Dangan Mixed NS,Summerhill,Meath,1,A83HN83,"<[OK] Osm - Geocode [Summerhill, The Municipal District of Trim, County Meath, Leinster, Éire / Ireland]>",-6.7321526,53.4807969,AC
22.03.2021,St Colmcille's NS,AUGHNACLIFFE,Longford,1,N39CD60,"St Colmcille's, Headford Place, Ceanannas Mór Urban ED, The Municipal District of Kells, County Meath, Leinster, A82 F866, Éire / Ireland",-6.873993132563674,53.72581835,S
22.03.2021,Solas Chriost NS,"Tallaght, D24",Dublin,1,D24C621,"<[OK] Osm - Geocode [Tallaght, Belgard Square West, Clondalkin ED, Tallaght, South Dublin, County Dublin, Leinster, D24 V6XK, Éire / Ireland]>",-6.3746438,53.2874685,AC
22.03.2021,Scoil Naomh Colmcille,"Donaghmede, D13",Dublin,2,D13XP49,"<[OK] Osm - Geocode [Donaghmede, Grange C ED, Dublin, Dublin 13, Leinster, DUBLIN 13, Éire / Ireland]>",-6.1635775,53.3948612,AC
22.03.2021,Scoil Aonghusa Special School,Cashel,Tipperary,1,E25HY45,"<[OK] Osm - Geocode [Cashel, The Municipal District of Cahir — Cashel, County Tipperary, Munster, E25 CX21, Éire / Ireland]>",-7.8879351,52.5167421,AC
22.03.2021,St Mary's Senior NS,"Clondalkin, D22",Dublin,1,D22WN40,"<[OK] Osm - Geocode [Clondalkin, South Dublin, County Dublin, Leinster, D22 E9X5, Éire / Ireland]>",-6.3942689,53.3219624,AC
22.03.2021,Scoil Eoin Phoil,Tullamore,Offaly,1,R35HN70,"Scoil Eoin Phóil, Ardan View, Tullamore Urban ED, The Municipal District of Tullamore, County Offaly, Leinster, R35 CD82, Éire / Ireland",-7.495799177555882,53.2812593,SA
22.03.2021,St Mary's NS,Ashbourne,Meath,1,A84X762,"St. Mary's NS, Drumboe Avenue, Stranorlar ED, Lifford-Stranorlar Municipal District, County Donegal, F93 Y27K, Éire / Ireland",-7.7758096,54.8024652,S
22.03.2021,Scoil Mochua,Celbridge,Kildare,1,W23YY00,"Scoil Mochua, Ash Grove, Celbridge ED, The Municipal District of Celbridge — Leixlip, County Kildare, Leinster, W23 A2Y6, Éire / Ireland",-6.549897763852875,53.348592550000006,SA
22.03.2021,Gaelscoil Cholaiste Mhuire,"Rotunda, D1",Dublin,1,D01WC99,"<[OK] Osm - Geocode [Children's Health Ireland at Temple Stree, Temple Street North, Rotunda A ED, Dublin, County Dublin, Leinster, Éire / Ireland]>",-6.261585291541774,53.3571279,AC
22.03.2021,Scoil Mhuire B & C,Stranorlar,Donegal,2,F93F9TF,"Scoil Mhuire, Saint Mary's Place, Inns Quay B ED, Dublin, Dublin 7, Leinster, D01 H0F9, Éire / Ireland",-6.267510755879849,53.3547541,S
22.03.2021,St Damian's NS,"Perrystown, D12",Dublin,1,D12FWV6,"<[OK] Osm - Geocode [Perrystown, Terenure-Greentrees ED, South Dublin, Dublin 12, Leinster, Éire / Ireland]>",-6.3192687,53.3073281,AC
22.03.2021,Our Lady Of Consolation NS,"Donnycarney, D5",Dublin,1,D05RW80,"Our Lady of Consolation, Collins Avenue, Donnycarney, Beaumont E ED, Dublin, Dublin 9, Leinster, D05 Y4T8, Éire / Ireland",-6.218812514682536,53.3746927,S
22.03.2021,Scoil Oilibhéir Naofa,Bettystown,Meath,3,A92H762,"Scoil Oilibhéir Naofa, School Lane, Balbriggan ED, Balrothery, Fingal, County Dublin, Leinster, K32 RY76, Éire / Ireland",-6.185879884407305,53.589505349999996,S
22.03.2021,Bracken Educate Together NS,Balbriggan,Dublin,1,K32YE94,"<[OK] Osm - Geocode [Balbriggan, Fingal, County Dublin, Leinster, K32 TW27, Éire / Ireland]>",-6.1861964,53.609832,AC
22.03.2021,Réalt Na Mara School,Dundalk,Louth,1,A91TD3H,"Réalt na Mara, Mill Street, Dundalk No. 4 Urban ED, The Municipal District of Dundalk, County Louth, Leinster, A91 HY04, Éire / Ireland",-6.3923938,54.0074166,SA
22.03.2021,Hansfield ETNS,"Hansfield, D15",Dublin,1,D15H1FC,"<[OK] Osm - Geocode [Hansfield, Station Road, Clonsilla ED, Ongar, Fingal, Dublin 15, Leinster, D15 AXP3, Éire / Ireland]>",-6.4420549,53.3870051,AC
22.03.2021,Catherine McAuley Junior School,New Ross,Wexford,1,Y34XT89,"<[OK] Osm - Geocode [New Ross, County Wexford, Leinster, Éire / Ireland]>",-6.9446066,52.3955671,AC
22.03.2021,Loreto Secondary School,Balbriggan,Dublin,2,K32R248,"Loreto Secondary School, Balbriggan, Convent Lane, Balbriggan ED, Balbriggan, Fingal, County Dublin, Leinster, K32 TW27, Éire / Ireland",-6.184802001951708,53.61281785,SA
22.03.2021,St Michael's Secondary School,"Finglas, D11",Dublin,1,D11H521,"<[OK] Osm - Geocode [Finglas, Seamus Ennis Road, Finglas ED, Dublin, County Dublin, Leinster, D11 F76T, Éire / Ireland]>",-6.2992966,53.3902233,AC
